Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
isabel-elvira/montoya-torres;51;blue-collar;blue-collar;married;No informa;No informa;no;unknown;57;30/08/18;Express_Tierra;Hogares;Tecnología;Libreros;74.256;985.487;728.510
nidia-/villalba-garcia;6;retired;retired;divorced;secondary;secondary;no;unknown;238;3/07/16;Regular;Hogares;Tecnología;Bandas_Oficina;28.774;112.341;364.581
piedad-/mora-navas;52;blue-collar;blue-collar;married;secondary;secondary;no;unknown;93;29/08/18;Regular;Startups;Suplementos_Oficina;Lapiceros_y_Marcadores;68.172;230.093;493.399
andrea-patricia/alfonso-villalva;48;blue-collar;blue-collar;married;secondary;secondary;no;unknown;128;11/06/18;Regular;Hogares;Tecnología;Papel;22.313;450.637;984.996
sonia-consuelo/ariza-ramirez;48;services;services;married;No informa;No informa;no;unknown;17;16/07/18;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;60.469;91.781;985.000
claudia-helena/alaix-hernandez;39;technician;technician;single;tertiary;tertiary;no;unknown;181;22/08/18;Regular;Startups;Tecnología;Accesorios_Computadoras;7.174;239.299;922.546
gloria-luz/niño-molano;47;services;services;single;secondary;secondary;no;unknown;33;25/08/16;Regular;Hogares;Suplementos_Oficina;Papel;81.727;910.096;214.223
nestor-/hernandez-prado;4;blue-collar;blue-collar;married;secondary;secondary;no;unknown;558;8/12/16;Regular;Startups;Tecnología;Papel;89.497;777.446;71.951
luis-isabel/garzon-prado;45;technician;technician;married;secondary;secondary;no;unknown;27;2/08/16;Regular;Personas;Suplementos_Oficina;Lapiceros_y_Marcadores;30.553;445.225;46.377
ligia-/montoya-ripe;26;admin.;admin.;single;secondary;secondary;no;unknown;228;23/07/16;Regular;Personas;Tecnología;Almacenaje_y_Organización;66.046;953.698;106.721
miguel-patricia/barajas-moreno;52;management;management;married;tertiary;tertiary;no;unknown;99;30/08/16;Regular;Personas;Tecnología;Accesorios;82.181;246.126;590.689
camilo-orlando/atehortua-lopez;54;technician;technician;married;secondary;secondary;no;unknown;24;6/02/18;Express_Aire;Hogares;Tecnología;Accesorios;44.605;113.381;408.754
ingrid-paola/triviño-garay;54;admin.;admin.;married;tertiary;tertiary;no;unknown;673;24/08/18;Regular;Personas;Tecnología;Telefonos_comunicaciones;55.782;248.644;413.168
rocio-elvira/torrado-forero;5;blue-collar;blue-collar;married;primary;primary;no;unknown;233;15/06/18;Regular;Hogares;Tecnología;Muebles_Oficina;77.983;981.065;996.546
marcela-/murcia-lemus;35;blue-collar;blue-collar;married;secondary;secondary;no;unknown;156;8/11/16;Regular;Corporativo;Muebles;Maquinas_Oficina;20.116;95.874;567.902
gilma-carolina/salcedo-muñoz;44;services;services;married;secondary;secondary;no;unknown;25;20/05/18;Regular;Corporativo;Suplementos_Oficina;Cuadernos;55.974;539.168;227.283
jenny-patricia/mora-gomez;53;entrepreneur;entrepreneur;married;No informa;No informa;no;unknown;252;19/06/18;Express_Aire;Personas;Suplementos_Oficina;Telefonos_comunicaciones;95.460;159.138;553.125
celmira-ximena/puche-rivadeneira;35;retired;retired;single;primary;primary;no;unknown;138;14/04/18;Regular;Hogares;Muebles;Muebles_Oficina;91.957;960.949;74.913
martha-/torrijos-calderon;6;admin.;admin.;divorced;secondary;secondary;no;unknown;13;24/06/17;Regular;Hogares;Muebles;Telefonos_comunicaciones;53.246;561.396;80.194
luz-marina/espitia-ruiz;53;admin.;admin.;divorced;secondary;secondary;no;unknown;412;20/07/16;Regular;Corporativo;Muebles;Telefonos_comunicaciones;94.454;429.912;809.267
yadira-stella/gonzalez-acosta;48;unemployed;unemployed;married;secondary;secondary;no;unknown;179;26/10/18;Regular;Corporativo;Suplementos_Oficina;Sobres;1.304;766.526;133.109
jenny-/espinosa-camacho;34;technician;technician;married;secondary;secondary;no;unknown;19;27/12/16;Regular;Personas;Muebles;Papel;24.148;428.129;429.224
gustavo-consuelo/ramirez-alarcon;54;services;services;married;secondary;secondary;no;unknown;458;17/08/17;Regular;Hogares;Tecnología;Almacenaje_y_Organización;77.624;544.107;951.571
monica-andrea/vanegas-saenz;51;management;management;married;secondary;secondary;no;unknown;717;23/11/16;Express_Tierra;Corporativo;Muebles;Sillas;16.219;484.317;327.640
ketty-/giraldo-cortes;31;services;services;married;tertiary;tertiary;no;unknown;313;25/06/18;Express_Tierra;Startups;Suplementos_Oficina;Sillas;17.783;689.871;68.102
amelia-carolina/lozada-bejarano;35;technician;technician;divorced;secondary;secondary;no;unknown;683;8/05/18;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;65.334;264.299;274.681
martha-patricia/castañeda-toledo;35;services;services;married;secondary;secondary;no;unknown;177;6/10/18;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;44.967;693.719;342.901
ana-isabel/avila-vasquez;38;technician;technician;married;secondary;secondary;no;unknown;416;13/09/17;Express_Tierra;Hogares;Suplementos_Oficina;Sillas;14.728;188.099;201.595
jenny-luz/moreno-guacaneme;36;admin.;admin.;married;tertiary;tertiary;no;unknown;146;21/09/16;Express_Tierra;Hogares;Tecnología;Sillas;7.318;426.165;65.138
fanny-angel/andres-navas;58;retired;retired;married;primary;primary;no;unknown;167;22/05/16;Regular;Corporativo;Muebles;Almacenaje_y_Organización;10.294;942.885;44.562
luis-liliana/paez-ruiz;4;services;services;divorced;No informa;No informa;no;unknown;315;21/12/16;Express_Tierra;Corporativo;Muebles;Sillas;18.975;282.228;904.501
gustavo-pilar/arroyave-ladino;54;management;management;married;secondary;secondary;no;unknown;14;29/05/16;Regular;Hogares;Muebles;Telefonos_comunicaciones;85.382;747.044;177.459
adriana-eugenia/ramirez-sandoval;34;blue-collar;blue-collar;single;secondary;secondary;no;unknown;346;4/08/18;Regular;Personas;Tecnología;Sobres;32.919;739.859;494.799
zulena-leonardo/pinzon-prado;31;management;management;single;tertiary;tertiary;no;unknown;562;12/10/17;Regular;Startups;Tecnología;Telefonos_comunicaciones;70.537;156.684;159.770
ingrid-patricia/navas-mahecha;51;retired;retired;married;secondary;secondary;no;unknown;172;14/01/16;Regular;Personas;Muebles;Encuadernadores_y_accesorios;7.044;211.755;385.500
ketty-jacqueline/navas-romero;33;management;management;married;tertiary;tertiary;no;unknown;217;1/08/16;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;52.195;107.044;436.676
martha-/gonzales-quiceno;55;management;management;married;tertiary;tertiary;no;unknown;142;25/09/17;Regular;Personas;Muebles;Papel;92.208;462.389;174.825
luz-/aguillon-calderon;42;admin.;admin.;married;secondary;secondary;no;unknown;67;28/12/17;Regular;Startups;Muebles;Telefonos_comunicaciones;97.526;3.035;19.799
luis-liliana/valencia-carvajal;34;blue-collar;blue-collar;married;secondary;secondary;no;unknown;291;26/03/16;Express_Tierra;Hogares;Suplementos_Oficina;Sillas;88.851;483.421;204.851
maria-pilar/barragan-navas;33;blue-collar;blue-collar;single;secondary;secondary;no;unknown;39;7/01/18;Express_Aire;Startups;Suplementos_Oficina;Papel;58.113;470.568;425.263
cesar-/mora-lopez;38;services;services;married;secondary;secondary;no;unknown;248;19/12/18;Regular;Hogares;Tecnología;Papel;288;965.579;525.997
luz-angeles/barrios-mendoza;5;technician;technician;divorced;tertiary;tertiary;no;unknown;98;5/11/18;Regular;Startups;Suplementos_Oficina;Accesorios;91.524;976.890;459.657
martha-pilar/fernanda-laverde;43;management;management;married;tertiary;tertiary;no;unknown;256;10/09/17;Express_Aire;Corporativo;Tecnología;Telefonos_comunicaciones;75.236;135.638;111.955
diana-angelina/lozada-calderon;61;blue-collar;blue-collar;divorced;primary;primary;no;unknown;82;8/11/17;Regular;Corporativo;Muebles;Accesorios_Computadoras;90.863;880.688;388.197
maria-mercedes/perez-garcia;47;admin.;admin.;married;secondary;secondary;no;unknown;577;24/08/17;Regular;Corporativo;Muebles;Papel;768;35.691;564.893
yadira-/lanza-paez;48;self-employed;self-employed;married;tertiary;tertiary;no;unknown;286;26/10/17;Regular;Startups;Muebles;Muebles_Oficina;32.565;216.194;131.500
reinaldo-constanza/ariza-hernandez;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;477;11/09/18;Express_Tierra;Hogares;Suplementos_Oficina;Sillas;15.649;879.408;833.576
lucrecia-pilar/mora-guzman;35;student;student;single;No informa;No informa;no;unknown;611;14/02/18;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;46.416;12.079;219.067
monica-/ramirez-moreno;35;services;services;married;secondary;secondary;no;unknown;471;22/03/16;Regular;Hogares;Tecnología;Almacenaje_y_Organización;4.817;185.764;898.380
ketty-consuelo/rodriguez-gonzalez;5;services;services;married;secondary;secondary;no;unknown;381;7/08/16;Express_Tierra;Hogares;Tecnología;Mesas;34.254;758.905;747.917
jenny-jhinet/ariza-villalva;41;management;management;married;tertiary;tertiary;no;unknown;42;15/06/17;Regular;Personas;Tecnología;Muebles_Oficina;56.147;112.293;774.190
#¿NOMBRE?;41;management;management;married;tertiary;tertiary;no;unknown;251;13/12/18;Express_Aire;Startups;Tecnología;Almacenaje_y_Organización;58.049;860.488;81.656
andrea-amanda/cortes-gonzalez;39;services;services;single;No informa;No informa;no;unknown;48;28/05/16;Express_Aire;Hogares;Tecnología;Telefonos_comunicaciones;82.902;719.730;177.409
monica-milena/bolivar-vasquez;42;retired;retired;married;secondary;secondary;no;unknown;215;10/02/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;13.148;117.443;312.132
monica-constanza/morales-mendez;38;blue-collar;blue-collar;married;secondary;secondary;no;unknown;287;9/11/17;Regular;Personas;Muebles;Lapiceros_y_Marcadores;44.133;428.418;554.502
magda-luz/alfonso-rodriguez;53;retired;retired;married;secondary;secondary;no;unknown;216;16/02/16;Express_Tierra;Startups;Tecnología;Mesas;38.446;429.729;166.371
javier-/castillo-montoya;59;housemaid;housemaid;divorced;primary;primary;no;unknown;366;30/09/17;Regular;Personas;Suplementos_Oficina;Papel;99.432;333.934;838.379
martha-eduardo/bolivar-sanchez;36;services;services;married;secondary;secondary;no;unknown;21;20/03/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;7.203;795.935;229.670
nayshley-elvira/villareal-rodriguez;54;blue-collar;blue-collar;married;primary;primary;no;unknown;288;27/12/18;Regular;Hogares;Tecnología;Muebles_Oficina;6.780;912.005;739.867
luz-/suarez-rodriguez;4;technician;technician;married;tertiary;tertiary;no;unknown;168;25/06/18;Regular;Corporativo;Tecnología;Muebles_Oficina;71.557;725.652;92.764
leonor-carolina/mora-artunduaga;47;;;married;No informa;No informa;no;unknown;338;19/06/17;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;69.066;765.505;21.464
sandra-pilar/quintero-mahecha;53;unemployed;unemployed;married;No informa;No informa;no;unknown;41;15/01/17;Express_Aire;Personas;Muebles;Accesorios;98.760;55.767;542.767
adriana-alveiro/moscoso-ripe;46;housemaid;housemaid;married;primary;primary;no;unknown;177;2/06/17;Regular;Hogares;Tecnología;Sobres;68.951;264.581;395.891
johanna-humberto/alfonso-vargas;39;management;management;married;tertiary;tertiary;no;unknown;127;24/10/18;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;14.432;578.584;966.484
madian-adriana/garcia-romero;4;unemployed;unemployed;married;secondary;secondary;no;unknown;357;27/03/17;Regular;Personas;Tecnología;Cuadernos;82.974;83.125;645.781
nidia-consuelo/reyes-ripe;28;blue-collar;blue-collar;married;primary;primary;no;unknown;175;19/02/17;Express_Tierra;Personas;Suplementos_Oficina;Sillas;50.668;385.297;32.258
yury-/lopez-diaz;35;entrepreneur;entrepreneur;divorced;secondary;secondary;no;unknown;3;3/05/16;Express_Tierra;Startups;Suplementos_Oficina;Sillas;71.744;708.596;461.872
monica-ivette/quintero-mendoza;55;retired;retired;married;secondary;secondary;no;unknown;136;25/07/17;Express_Tierra;Corporativo;Muebles;Mesas;39.629;478.161;979.817
andrea-alberto/cortes-caicedo;43;technician;technician;divorced;No informa;No informa;no;unknown;1419;2/05/17;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;24.264;125.867;545.854
victoria-marina/acuña-laverde;48;blue-collar;blue-collar;married;primary;primary;no;unknown;125;25/03/18;Regular;Corporativo;Suplementos_Oficina;Almacenaje_y_Organización;50.003;480.856;334.418
elizabeth-/navarrete-diaz;58;management;management;married;No informa;No informa;no;unknown;213;19/10/16;Regular;Personas;Tecnología;Cuadernos;92.580;56.763;954.714
ligia-amanda/jaimes-iglesias;33;management;management;single;tertiary;tertiary;no;unknown;27;26/03/16;Express_Tierra;Corporativo;Tecnología;Mesas;86.858;621.094;152.003
magda-constanza/monroy-iglesias;36;blue-collar;blue-collar;married;No informa;No informa;no;unknown;238;20/01/17;Regular;Personas;Suplementos_Oficina;Muebles_Oficina;90.235;759.507;198.537
martha-/lanza-pinilla;53;services;services;divorced;secondary;secondary;no;unknown;124;14/09/17;Express_Aire;Startups;Muebles;Accesorios_Computadoras;79.277;592.166;875.352
luis-/amezquita-neira;47;blue-collar;blue-collar;married;primary;primary;no;unknown;18;16/11/16;Express_Aire;Hogares;Suplementos_Oficina;Almacenaje_y_Organización;41.511;587.371;697.070
miguel-patricia/morales-figueroa;31;services;services;married;secondary;secondary;no;unknown;73;3/01/16;Regular;Corporativo;Tecnología;Lapiceros_y_Marcadores;44.286;969.798;900.101
andrea-yanetd/giraldo-martinez;57;entrepreneur;entrepreneur;married;secondary;secondary;no;unknown;746;14/10/16;Regular;Startups;Muebles;Papel;8.353;885.996;484.445
libia-yenifer/lozada-villalva;53;blue-collar;blue-collar;married;No informa;No informa;no;unknown;121;15/10/17;Regular;Startups;Muebles;Telefonos_comunicaciones;68.069;8.402;720.769
luz-ivan/bolivar-;55;blue-collar;blue-collar;married;primary;primary;no;unknown;247;15/07/18;Regular;Startups;Muebles;Accesorios_Computadoras;61.371;132.344;548.886
martha-luz/alarcon-diaz;45;blue-collar;blue-collar;married;primary;primary;no;unknown;4;1/06/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;21.807;420.983;741.385
gloria-johana/cardenas-aragon;53;admin.;admin.;divorced;secondary;secondary;no;unknown;181;7/04/16;Express_Aire;Corporativo;Tecnología;Muebles_Oficina;85.287;818.119;129.830
ruby-jesus/manzano-martinez;37;blue-collar;blue-collar;married;primary;primary;no;unknown;79;18/11/16;Express_Aire;Hogares;Tecnología;Almacenaje_y_Organización;94.476;932.580;979.216
paola-/manosalva-tabima;44;admin.;admin.;divorced;secondary;secondary;no;unknown;26;3/09/18;Regular;Corporativo;Suplementos_Oficina;Papel;88.420;246.619;268.042
adriana-/villareal-rincon;49;blue-collar;blue-collar;divorced;primary;primary;no;unknown;389;26/01/18;Regular;Hogares;Tecnología;Papel;87.688;552.804;534.404
miguel-janeth/trujillo-villalva;46;technician;technician;married;secondary;secondary;no;unknown;127;7/10/17;Express_Aire;Personas;Suplementos_Oficina;Reglas_tijeras;91.791;174.390;969.295
martha-/montenegro-lopez;43;entrepreneur;entrepreneur;married;No informa;No informa;no;unknown;72;16/06/17;Regular;Corporativo;Suplementos_Oficina;Lapiceros_y_Marcadores;28.489;329.544;999.329
monica-marina/colmenares-sanchez;38;admin.;admin.;married;secondary;secondary;no;unknown;151;3/05/17;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;75.726;431.421;113.101
maria-cecilia/pulido-martinez;43;technician;technician;married;secondary;secondary;no;unknown;117;20/08/17;Express_Aire;Startups;Suplementos_Oficina;Sobres;81.120;339.248;596.157
paulo-pilar/gonzalez-niño;49;management;management;married;tertiary;tertiary;no;unknown;232;17/02/16;Regular;Personas;Muebles;Encuadernadores_y_accesorios;85.744;750.618;611.055
ingrid-/hernandez-villalva;42;management;management;married;No informa;No informa;no;unknown;48;3/12/16;Express_Aire;Startups;Tecnología;Papel;37.515;843.145;502.650
luis-/rojas-garcia;22;blue-collar;blue-collar;single;secondary;secondary;no;unknown;179;15/01/16;Express_Tierra;Hogares;Suplementos_Oficina;Mesas;97.459;401.555;560.511
monica-/colmenares-beleño;4;management;management;married;tertiary;tertiary;no;unknown;39;8/08/17;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;73.703;608.081;343.014
gloria-/patiño-caicedo;39;blue-collar;blue-collar;married;secondary;secondary;no;unknown;282;21/06/16;Express_Tierra;Corporativo;Tecnología;Sillas;54.076;157.898;886.874
tania-isabel/valbuena-carreño;51;services;services;married;secondary;secondary;no;unknown;714;21/07/18;Regular;Corporativo;Muebles;Accesorios_Computadoras;85.950;992.176;994.180
celmira-ximena/cabrera-jaramillo;49;admin.;admin.;married;secondary;secondary;no;unknown;5;25/02/18;Regular;Personas;Tecnología;Telefonos_comunicaciones;59.831;617.943;71.341
graciela-elvira/sanchez-martinez;53;blue-collar;blue-collar;married;secondary;secondary;no;unknown;181;25/11/18;Express_Aire;Hogares;Muebles;Papel;32.551;720.648;329.955
amparo-constanza/gallo-toledo;34;services;services;single;secondary;secondary;no;unknown;142;24/10/16;Express_Aire;Corporativo;Tecnología;Encuadernadores_y_accesorios;8.320;888.259;942.929
luisa-marcela/galvis-guacaneme;33;technician;technician;divorced;secondary;secondary;no;unknown;227;1/11/18;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;53.708;887.867;809.598
fanny-patricia/arroyave-ladino;5;management;management;single;tertiary;tertiary;no;unknown;119;30/06/18;Express_Aire;Hogares;Tecnología;Accesorios_Computadoras;36.324;11.255;750.723
ana-paola/ariza-herrera;39;blue-collar;blue-collar;married;primary;primary;no;unknown;361;19/07/18;Regular;Hogares;Muebles;Papel;82.838;932.932;221.930
isabel-juranni/galvis-rodriguez;59;entrepreneur;entrepreneur;divorced;secondary;secondary;no;unknown;73;11/03/17;Regular;Hogares;Suplementos_Oficina;Accesorios;61.240;847.608;7.869
